Z^2;;;p-value;;;
0;;;> 0.50;;;
1,171954534;0,279;;0,279;;;
1,172442209;0,2789;;0,279;;;
1,172930104;0,2788;;0,279;;;
1,17341822;0,2787;;0,279;;;
1,173906556;0,2786;;0,279;;;
1,174395113;0,2785;;0,279;;;
1,174883892;0,2784;;0,278;;;
1,175372891;0,2783;;0,278;;;
1,175862112;0,2782;;0,278;;;
1,176351555;0,2781;;0,278;;;
1,176841219;0,278;;0,278;;;
1,177331105;0,2779;;0,278;;;
1,177821213;0,2778;;0,278;;;
1,178311543;0,2777;;0,278;;;
1,178802096;0,2776;;0,278;;;
1,179292871;0,2775;;0,278;;;
1,179783869;0,2774;;0,277;;;
1,180275089;0,2773;;0,277;;;
1,180766533;0,2772;;0,277;;;
1,181258199;0,2771;;0,277;;;
1,181750089;0,277;;0,277;;;
1,182242203;0,2769;;0,277;;;
1,182734539;0,2768;;0,277;;;
1,1832271;0,2767;;0,277;;;
1,183719885;0,2766;;0,277;;;
1,184212894;0,2765;;0,277;;;
1,184706127;0,2764;;0,276;;;
1,185199584;0,2763;;0,276;;;
1,185693266;0,2762;;0,276;;;
1,186187173;0,2761;;0,276;;;
1,186681305;0,276;;0,276;;;
1,187175661;0,2759;;0,276;;;
1,187670243;0,2758;;0,276;;;
1,188165051;0,2757;;0,276;;;
1,188660084;0,2756;;0,276;;;
1,189155342;0,2755;;0,276;;;
1,189650827;0,2754;;0,275;;;
1,190146537;0,2753;;0,275;;;
1,190642474;0,2752;;0,275;;;
1,191138637;0,2751;;0,275;;;
1,191635027;0,275;;0,275;;;
1,192131643;0,2749;;0,275;;;
1,192628486;0,2748;;0,275;;;
1,193125556;0,2747;;0,275;;;
1,193622854;0,2746;;0,275;;;
1,194120378;0,2745;;0,275;;;
1,194618131;0,2744;;0,274;;;
1,195116111;0,2743;;0,274;;;
1,195614318;0,2742;;0,274;;;
1,196112754;0,2741;;0,274;;;
1,196611418;0,274;;0,274;;;
1,19711031;0,2739;;0,274;;;
1,197609431;0,2738;;0,274;;;
1,198108781;0,2737;;0,274;;;
1,198608359;0,2736;;0,274;;;
1,199108166;0,2735;;0,274;;;
1,199608203;0,2734;;0,273;;;
1,200108469;0,2733;;0,273;;;
1,200608964;0,2732;;0,273;;;
1,201109689;0,2731;;0,273;;;
1,201610644;0,273;;0,273;;;
1,202111829;0,2729;;0,273;;;
1,202613244;0,2728;;0,273;;;
1,203114889;0,2727;;0,273;;;
1,203616765;0,2726;;0,273;;;
1,204118871;0,2725;;0,273;;;
1,204621209;0,2724;;0,272;;;
1,205123777;0,2723;;0,272;;;
1,205626577;0,2722;;0,272;;;
1,206129608;0,2721;;0,272;;;
1,20663287;0,272;;0,272;;;
1,207136365;0,2719;;0,272;;;
1,207640091;0,2718;;0,272;;;
1,208144049;0,2717;;0,272;;;
1,208648239;0,2716;;0,272;;;
1,209152662;0,2715;;0,272;;;
1,209657317;0,2714;;0,271;;;
1,210162205;0,2713;;0,271;;;
1,210667326;0,2712;;0,271;;;
1,21117268;0,2711;;0,271;;;
1,211678267;0,271;;0,271;;;
1,212184087;0,2709;;0,271;;;
1,212690141;0,2708;;0,271;;;
1,213196429;0,2707;;0,271;;;
1,213702951;0,2706;;0,271;;;
1,214209707;0,2705;;0,271;;;
1,214716697;0,2704;;0,270;;;
1,215223921;0,2703;;0,270;;;
1,21573138;0,2702;;0,270;;;
1,216239074;0,2701;;0,270;;;
1,216747003;0,27;;0,270;;;
1,217255167;0,2699;;0,270;;;
1,217763566;0,2698;;0,270;;;
1,218272201;0,2697;;0,270;;;
1,218781071;0,2696;;0,270;;;
1,219290177;0,2695;;0,270;;;
1,219799519;0,2694;;0,269;;;
1,220309098;0,2693;;0,269;;;
1,220818912;0,2692;;0,269;;;
1,221328964;0,2691;;0,269;;;
1,221839251;0,269;;0,269;;;
1,222349776;0,2689;;0,269;;;
1,222860538;0,2688;;0,269;;;
1,223371537;0,2687;;0,269;;;
1,223882773;0,2686;;0,269;;;
1,224394247;0,2685;;0,269;;;
1,224905959;0,2684;;0,268;;;
1,225417908;0,2683;;0,268;;;
1,225930096;0,2682;;0,268;;;
1,226442522;0,2681;;0,268;;;
1,226955187;0,268;;0,268;;;
1,22746809;0,2679;;0,268;;;
1,227981231;0,2678;;0,268;;;
1,228494612;0,2677;;0,268;;;
1,229008232;0,2676;;0,268;;;
1,229522092;0,2675;;0,268;;;
1,23003619;0,2674;;0,267;;;
1,230550529;0,2673;;0,267;;;
1,231065107;0,2672;;0,267;;;
1,231579926;0,2671;;0,267;;;
1,232094985;0,267;;0,267;;;
1,232610284;0,2669;;0,267;;;
1,233125823;0,2668;;0,267;;;
1,233641604;0,2667;;0,267;;;
1,234157625;0,2666;;0,267;;;
1,234673888;0,2665;;0,267;;;
1,235190392;0,2664;;0,266;;;
1,235707137;0,2663;;0,266;;;
1,236224124;0,2662;;0,266;;;
1,236741353;0,2661;;0,266;;;
1,237258824;0,266;;0,266;;;
1,237776537;0,2659;;0,266;;;
1,238294493;0,2658;;0,266;;;
1,238812691;0,2657;;0,266;;;
1,239331132;0,2656;;0,266;;;
1,239849815;0,2655;;0,266;;;
1,240368742;0,2654;;0,265;;;
1,240887913;0,2653;;0,265;;;
1,241407326;0,2652;;0,265;;;
1,241926984;0,2651;;0,265;;;
1,242446885;0,265;;0,265;;;
1,24296703;0,2649;;0,265;;;
1,24348742;0,2648;;0,265;;;
1,244008054;0,2647;;0,265;;;
1,244528932;0,2646;;0,265;;;
1,245050056;0,2645;;0,265;;;
1,245571424;0,2644;;0,264;;;
1,246093037;0,2643;;0,264;;;
1,246614896;0,2642;;0,264;;;
1,247137;0,2641;;0,264;;;
1,24765935;0,264;;0,264;;;
1,248181946;0,2639;;0,264;;;
1,248704788;0,2638;;0,264;;;
1,249227876;0,2637;;0,264;;;
1,249751211;0,2636;;0,264;;;
1,250274792;0,2635;;0,264;;;
1,25079862;0,2634;;0,263;;;
1,251322695;0,2633;;0,263;;;
1,251847017;0,2632;;0,263;;;
1,252371587;0,2631;;0,263;;;
1,252896404;0,263;;0,263;;;
1,253421469;0,2629;;0,263;;;
1,253946782;0,2628;;0,263;;;
1,254472343;0,2627;;0,263;;;
1,254998152;0,2626;;0,263;;;
1,25552421;0,2625;;0,263;;;
1,256050516;0,2624;;0,262;;;
1,256577072;0,2623;;0,262;;;
1,257103876;0,2622;;0,262;;;
1,25763093;0,2621;;0,262;;;
1,258158233;0,262;;0,262;;;
1,258685786;0,2619;;0,262;;;
1,259213589;0,2618;;0,262;;;
1,259741641;0,2617;;0,262;;;
1,260269944;0,2616;;0,262;;;
1,260798498;0,2615;;0,262;;;
1,261327301;0,2614;;0,261;;;
1,261856356;0,2613;;0,261;;;
1,262385662;0,2612;;0,261;;;
1,262915219;0,2611;;0,261;;;
1,263445027;0,261;;0,261;;;
1,263975086;0,2609;;0,261;;;
1,264505398;0,2608;;0,261;;;
1,265035961;0,2607;;0,261;;;
1,265566777;0,2606;;0,261;;;
1,266097845;0,2605;;0,261;;;
1,266629165;0,2604;;0,260;;;
1,267160738;0,2603;;0,260;;;
1,267692564;0,2602;;0,260;;;
1,268224643;0,2601;;0,260;;;
1,268756976;0,26;;0,260;;;
1,269289561;0,2599;;0,260;;;
1,269822401;0,2598;;0,260;;;
1,270355494;0,2597;;0,260;;;
1,270888842;0,2596;;0,260;;;
1,271422444;0,2595;;0,260;;;
1,2719563;0,2594;;0,259;;;
1,272490411;0,2593;;0,259;;;
1,273024776;0,2592;;0,259;;;
1,273559397;0,2591;;0,259;;;
1,274094273;0,259;;0,259;;;
1,274629404;0,2589;;0,259;;;
1,275164792;0,2588;;0,259;;;
1,275700434;0,2587;;0,259;;;
1,276236333;0,2586;;0,259;;;
1,276772489;0,2585;;0,259;;;
1,2773089;0,2584;;0,258;;;
1,277845568;0,2583;;0,258;;;
1,278382493;0,2582;;0,258;;;
1,278919676;0,2581;;0,258;;;
1,279457115;0,258;;0,258;;;
1,279994812;0,2579;;0,258;;;
1,280532766;0,2578;;0,258;;;
1,281070978;0,2577;;0,258;;;
1,281609448;0,2576;;0,258;;;
1,282148177;0,2575;;0,258;;;
1,282687163;0,2574;;0,257;;;
1,283226409;0,2573;;0,257;;;
1,283765913;0,2572;;0,257;;;
1,284305676;0,2571;;0,257;;;
1,284845699;0,257;;0,257;;;
1,285385981;0,2569;;0,257;;;
1,285926522;0,2568;;0,257;;;
1,286467324;0,2567;;0,257;;;
1,287008385;0,2566;;0,257;;;
1,287549707;0,2565;;0,257;;;
1,288091289;0,2564;;0,256;;;
1,288633131;0,2563;;0,256;;;
1,289175235;0,2562;;0,256;;;
1,289717599;0,2561;;0,256;;;
1,290260225;0,256;;0,256;;;
1,290803112;0,2559;;0,256;;;
1,291346261;0,2558;;0,256;;;
1,291889672;0,2557;;0,256;;;
1,292433345;0,2556;;0,256;;;
1,29297728;0,2555;;0,256;;;
1,293521478;0,2554;;0,255;;;
1,294065938;0,2553;;0,255;;;
1,294610661;0,2552;;0,255;;;
1,295155647;0,2551;;0,255;;;
1,295700897;0,255;;0,255;;;
1,29624641;0,2549;;0,255;;;
1,296792187;0,2548;;0,255;;;
1,297338227;0,2547;;0,255;;;
1,297884532;0,2546;;0,255;;;
1,298431101;0,2545;;0,255;;;
1,298977935;0,2544;;0,254;;;
1,299525033;0,2543;;0,254;;;
1,300072396;0,2542;;0,254;;;
1,300620025;0,2541;;0,254;;;
1,301167919;0,254;;0,254;;;
1,301716078;0,2539;;0,254;;;
1,302264503;0,2538;;0,254;;;
1,302813194;0,2537;;0,254;;;
1,303362152;0,2536;;0,254;;;
1,303911376;0,2535;;0,254;;;
1,304460866;0,2534;;0,253;;;
1,305010623;0,2533;;0,253;;;
1,305560648;0,2532;;0,253;;;
1,306110939;0,2531;;0,253;;;
1,306661498;0,253;;0,253;;;
1,307212325;0,2529;;0,253;;;
1,30776342;0,2528;;0,253;;;
1,308314782;0,2527;;0,253;;;
1,308866413;0,2526;;0,253;;;
1,309418313;0,2525;;0,253;;;
1,309970481;0,2524;;0,252;;;
1,310522918;0,2523;;0,252;;;
1,311075625;0,2522;;0,252;;;
1,3116286;0,2521;;0,252;;;
1,312181846;0,252;;0,252;;;
1,312735361;0,2519;;0,252;;;
1,313289146;0,2518;;0,252;;;
1,313843201;0,2517;;0,252;;;
1,314397527;0,2516;;0,252;;;
1,314952124;0,2515;;0,252;;;
1,315506991;0,2514;;0,251;;;
1,316062129;0,2513;;0,251;;;
1,316617539;0,2512;;0,251;;;
1,31717322;0,2511;;0,251;;;
1,317729173;0,251;;0,251;;;
1,318285398;0,2509;;0,251;;;
1,318841896;0,2508;;0,251;;;
1,319398665;0,2507;;0,251;;;
1,319955707;0,2506;;0,251;;;
1,320513022;0,2505;;0,251;;;
1,32107061;0,2504;;0,250;;;
1,321628471;0,2503;;0,250;;;
1,322186606;0,2502;;0,250;;;
1,322745015;0,2501;;0,250;;;
1,323303697;0,25;;0,250;;;
1,323862653;0,2499;;0,250;;;
1,324421884;0,2498;;0,250;;;
1,32498139;0,2497;;0,250;;;
1,32554117;0,2496;;0,250;;;
1,326101225;0,2495;;0,250;;;
1,326661555;0,2494;;0,249;;;
1,327222161;0,2493;;0,249;;;
1,327783043;0,2492;;0,249;;;
1,3283442;0,2491;;0,249;;;
1,328905634;0,249;;0,249;;;
1,329467344;0,2489;;0,249;;;
1,33002933;0,2488;;0,249;;;
1,330591593;0,2487;;0,249;;;
1,331154133;0,2486;;0,249;;;
1,331716951;0,2485;;0,249;;;
1,332280046;0,2484;;0,248;;;
1,332843418;0,2483;;0,248;;;
1,333407069;0,2482;;0,248;;;
1,333970997;0,2481;;0,248;;;
1,334535204;0,248;;0,248;;;
1,33509969;0,2479;;0,248;;;
1,335664454;0,2478;;0,248;;;
1,336229497;0,2477;;0,248;;;
1,33679482;0,2476;;0,248;;;
1,337360422;0,2475;;0,248;;;
1,337926304;0,2474;;0,247;;;
1,338492465;0,2473;;0,247;;;
1,339058907;0,2472;;0,247;;;
1,339625629;0,2471;;0,247;;;
1,340192632;0,247;;0,247;;;
1,340759916;0,2469;;0,247;;;
1,34132748;0,2468;;0,247;;;
1,341895326;0,2467;;0,247;;;
1,342463454;0,2466;;0,247;;;
1,343031863;0,2465;;0,247;;;
1,343600554;0,2464;;0,246;;;
1,344169527;0,2463;;0,246;;;
1,344738783;0,2462;;0,246;;;
1,345308322;0,2461;;0,246;;;
1,345878143;0,246;;0,246;;;
1,346448247;0,2459;;0,246;;;
1,347018635;0,2458;;0,246;;;
1,347589306;0,2457;;0,246;;;
1,348160262;0,2456;;0,246;;;
1,348731501;0,2455;;0,246;;;
1,349303024;0,2454;;0,245;;;
1,349874832;0,2453;;0,245;;;
1,350446925;0,2452;;0,245;;;
1,351019302;0,2451;;0,245;;;
1,351591965;0,245;;0,245;;;
1,352164914;0,2449;;0,245;;;
1,352738148;0,2448;;0,245;;;
1,353311667;0,2447;;0,245;;;
1,353885473;0,2446;;0,245;;;
1,354459566;0,2445;;0,245;;;
1,355033945;0,2444;;0,244;;;
1,35560861;0,2443;;0,244;;;
1,356183563;0,2442;;0,244;;;
1,356758803;0,2441;;0,244;;;
1,357334331;0,244;;0,244;;;
1,357910147;0,2439;;0,244;;;
1,35848625;0,2438;;0,244;;;
1,359062642;0,2437;;0,244;;;
1,359639322;0,2436;;0,244;;;
1,360216291;0,2435;;0,244;;;
1,360793549;0,2434;;0,243;;;
1,361371096;0,2433;;0,243;;;
1,361948932;0,2432;;0,243;;;
1,362527059;0,2431;;0,243;;;
1,363105475;0,243;;0,243;;;
1,363684181;0,2429;;0,243;;;
1,364263178;0,2428;;0,243;;;
1,364842465;0,2427;;0,243;;;
1,365422043;0,2426;;0,243;;;
1,366001912;0,2425;;0,243;;;
1,366582073;0,2424;;0,242;;;
1,367162525;0,2423;;0,242;;;
1,367743269;0,2422;;0,242;;;
1,368324305;0,2421;;0,242;;;
1,368905633;0,242;;0,242;;;
1,369487254;0,2419;;0,242;;;
1,370069168;0,2418;;0,242;;;
1,370651375;0,2417;;0,242;;;
1,371233875;0,2416;;0,242;;;
1,371816669;0,2415;;0,242;;;
1,372399756;0,2414;;0,241;;;
1,372983137;0,2413;;0,241;;;
1,373566813;0,2412;;0,241;;;
1,374150783;0,2411;;0,241;;;
1,374735048;0,241;;0,241;;;
1,375319608;0,2409;;0,241;;;
1,375904463;0,2408;;0,241;;;
1,376489613;0,2407;;0,241;;;
1,37707506;0,2406;;0,241;;;
1,377660802;0,2405;;0,241;;;
1,37824684;0,2404;;0,240;;;
1,378833175;0,2403;;0,240;;;
1,379419807;0,2402;;0,240;;;
1,380006736;0,2401;;0,240;;;
1,380593961;0,24;;0,240;;;
1,381181485;0,2399;;0,240;;;
1,381769306;0,2398;;0,240;;;
1,382357425;0,2397;;0,240;;;
1,382945842;0,2396;;0,240;;;
1,383534557;0,2395;;0,240;;;
1,384123572;0,2394;;0,239;;;
1,384712885;0,2393;;0,239;;;
1,385302497;0,2392;;0,239;;;
1,385892409;0,2391;;0,239;;;
1,386482621;0,239;;0,239;;;
1,387073132;0,2389;;0,239;;;
1,387663944;0,2388;;0,239;;;
1,388255056;0,2387;;0,239;;;
1,388846469;0,2386;;0,239;;;
1,389438183;0,2385;;0,239;;;
1,390030198;0,2384;;0,238;;;
1,390622514;0,2383;;0,238;;;
1,391215132;0,2382;;0,238;;;
1,391808053;0,2381;;0,238;;;
1,392401275;0,238;;0,238;;;
1,3929948;0,2379;;0,238;;;
1,393588628;0,2378;;0,238;;;
1,394182758;0,2377;;0,238;;;
1,394777192;0,2376;;0,238;;;
1,39537193;0,2375;;0,238;;;
1,395966971;0,2374;;0,237;;;
1,396562316;0,2373;;0,237;;;
1,397157965;0,2372;;0,237;;;
1,397753919;0,2371;;0,237;;;
1,398350178;0,237;;0,237;;;
1,398946742;0,2369;;0,237;;;
1,399543611;0,2368;;0,237;;;
1,400140785;0,2367;;0,237;;;
1,400738266;0,2366;;0,237;;;
1,401336052;0,2365;;0,237;;;
1,401934145;0,2364;;0,236;;;
1,402532544;0,2363;;0,236;;;
1,403131251;0,2362;;0,236;;;
1,403730264;0,2361;;0,236;;;
1,404329585;0,236;;0,236;;;
1,404929213;0,2359;;0,236;;;
1,40552915;0,2358;;0,236;;;
1,406129394;0,2357;;0,236;;;
1,406729947;0,2356;;0,236;;;
1,407330809;0,2355;;0,236;;;
1,407931979;0,2354;;0,235;;;
1,408533459;0,2353;;0,235;;;
1,409135248;0,2352;;0,235;;;
1,409737347;0,2351;;0,235;;;
1,410339756;0,235;;0,235;;;
1,410942475;0,2349;;0,235;;;
1,411545505;0,2348;;0,235;;;
1,412148845;0,2347;;0,235;;;
1,412752497;0,2346;;0,235;;;
1,41335646;0,2345;;0,235;;;
1,413960734;0,2344;;0,234;;;
1,414565321;0,2343;;0,234;;;
1,415170219;0,2342;;0,234;;;
1,41577543;0,2341;;0,234;;;
1,416380954;0,234;;0,234;;;
1,41698679;0,2339;;0,234;;;
1,41759294;0,2338;;0,234;;;
1,418199403;0,2337;;0,234;;;
1,41880618;0,2336;;0,234;;;
1,41941327;0,2335;;0,234;;;
1,420020675;0,2334;;0,233;;;
1,420628395;0,2333;;0,233;;;
1,42123643;0,2332;;0,233;;;
1,421844779;0,2331;;0,233;;;
1,422453444;0,233;;0,233;;;
1,423062425;0,2329;;0,233;;;
1,423671721;0,2328;;0,233;;;
1,424281333;0,2327;;0,233;;;
1,424891262;0,2326;;0,233;;;
1,425501508;0,2325;;0,233;;;
1,426112071;0,2324;;0,232;;;
1,426722951;0,2323;;0,232;;;
1,427334148;0,2322;;0,232;;;
1,427945664;0,2321;;0,232;;;
1,428557497;0,232;;0,232;;;
1,429169649;0,2319;;0,232;;;
1,429782119;0,2318;;0,232;;;
1,430394909;0,2317;;0,232;;;
1,431008017;0,2316;;0,232;;;
1,431621445;0,2315;;0,232;;;
1,432235193;0,2314;;0,231;;;
1,43284926;0,2313;;0,231;;;
1,433463648;0,2312;;0,231;;;
1,434078357;0,2311;;0,231;;;
1,434693386;0,231;;0,231;;;
1,435308737;0,2309;;0,231;;;
1,435924409;0,2308;;0,231;;;
1,436540402;0,2307;;0,231;;;
1,437156718;0,2306;;0,231;;;
1,437773355;0,2305;;0,231;;;
1,438390316;0,2304;;0,230;;;
1,439007599;0,2303;;0,230;;;
1,439625205;0,2302;;0,230;;;
1,440243135;0,2301;;0,230;;;
1,440861388;0,23;;0,230;;;
1,441479965;0,2299;;0,230;;;
1,442098866;0,2298;;0,230;;;
1,442718092;0,2297;;0,230;;;
1,443337643;0,2296;;0,230;;;
1,443957519;0,2295;;0,230;;;
1,44457772;0,2294;;0,229;;;
1,445198246;0,2293;;0,229;;;
1,445819099;0,2292;;0,229;;;
1,446440278;0,2291;;0,229;;;
1,447061783;0,229;;0,229;;;
1,447683615;0,2289;;0,229;;;
1,448305774;0,2288;;0,229;;;
1,448928261;0,2287;;0,229;;;
1,449551075;0,2286;;0,229;;;
1,450174217;0,2285;;0,229;;;
1,450797687;0,2284;;0,228;;;
1,451421486;0,2283;;0,228;;;
1,452045613;0,2282;;0,228;;;
1,45267007;0,2281;;0,228;;;
1,453294856;0,228;;0,228;;;
1,453919971;0,2279;;0,228;;;
1,454545417;0,2278;;0,228;;;
1,455171192;0,2277;;0,228;;;
1,455797299;0,2276;;0,228;;;
1,456423736;0,2275;;0,228;;;
1,457050504;0,2274;;0,227;;;
1,457677604;0,2273;;0,227;;;
1,458305035;0,2272;;0,227;;;
1,458932798;0,2271;;0,227;;;
1,459560894;0,227;;0,227;;;
1,460189322;0,2269;;0,227;;;
1,460818083;0,2268;;0,227;;;
1,461447177;0,2267;;0,227;;;
1,462076605;0,2266;;0,227;;;
1,462706366;0,2265;;0,227;;;
1,463336462;0,2264;;0,226;;;
1,463966891;0,2263;;0,226;;;
1,464597656;0,2262;;0,226;;;
1,465228755;0,2261;;0,226;;;
1,46586019;0,226;;0,226;;;
1,46649196;0,2259;;0,226;;;
1,467124066;0,2258;;0,226;;;
1,467756508;0,2257;;0,226;;;
1,468389287;0,2256;;0,226;;;
1,469022402;0,2255;;0,226;;;
1,469655854;0,2254;;0,225;;;
1,470289644;0,2253;;0,225;;;
1,470923771;0,2252;;0,225;;;
1,471558236;0,2251;;0,225;;;
1,472193039;0,225;;0,225;;;
1,472828181;0,2249;;0,225;;;
1,473463662;0,2248;;0,225;;;
1,474099482;0,2247;;0,225;;;
1,474735641;0,2246;;0,225;;;
1,47537214;0,2245;;0,225;;;
1,476008979;0,2244;;0,224;;;
1,476646159;0,2243;;0,224;;;
1,477283679;0,2242;;0,224;;;
1,47792154;0,2241;;0,224;;;
1,478559742;0,224;;0,224;;;
1,479198286;0,2239;;0,224;;;
1,479837172;0,2238;;0,224;;;
1,4804764;0,2237;;0,224;;;
1,48111597;0,2236;;0,224;;;
1,481755884;0,2235;;0,224;;;
1,48239614;0,2234;;0,223;;;
1,48303674;0,2233;;0,223;;;
1,483677683;0,2232;;0,223;;;
1,484318971;0,2231;;0,223;;;
1,484960602;0,223;;0,223;;;
1,485602579;0,2229;;0,223;;;
1,4862449;0,2228;;0,223;;;
1,486887567;0,2227;;0,223;;;
1,487530579;0,2226;;0,223;;;
1,488173938;0,2225;;0,223;;;
1,488817642;0,2224;;0,222;;;
1,489461693;0,2223;;0,222;;;
1,490106091;0,2222;;0,222;;;
1,490750836;0,2221;;0,222;;;
1,491395928;0,222;;0,222;;;
1,492041368;0,2219;;0,222;;;
1,492687156;0,2218;;0,222;;;
1,493333293;0,2217;;0,222;;;
1,493979778;0,2216;;0,222;;;
1,494626613;0,2215;;0,222;;;
1,495273797;0,2214;;0,221;;;
1,49592133;0,2213;;0,221;;;
1,496569213;0,2212;;0,221;;;
1,497217447;0,2211;;0,221;;;
1,497866031;0,221;;0,221;;;
1,498514967;0,2209;;0,221;;;
1,499164253;0,2208;;0,221;;;
1,499813891;0,2207;;0,221;;;
1,500463881;0,2206;;0,221;;;
1,501114224;0,2205;;0,221;;;
1,501764918;0,2204;;0,220;;;
1,502415966;0,2203;;0,220;;;
1,503067367;0,2202;;0,220;;;
1,503719121;0,2201;;0,220;;;
1,504371229;0,22;;0,220;;;
1,505023692;0,2199;;0,220;;;
1,505676508;0,2198;;0,220;;;
1,50632968;0,2197;;0,220;;;
1,506983207;0,2196;;0,220;;;
1,507637089;0,2195;;0,220;;;
1,508291327;0,2194;;0,219;;;
1,508945921;0,2193;;0,219;;;
1,509600871;0,2192;;0,219;;;
1,510256178;0,2191;;0,219;;;
1,510911843;0,219;;0,219;;;
1,511567864;0,2189;;0,219;;;
1,512224244;0,2188;;0,219;;;
1,512880981;0,2187;;0,219;;;
1,513538077;0,2186;;0,219;;;
1,514195532;0,2185;;0,219;;;
1,514853345;0,2184;;0,218;;;
1,515511518;0,2183;;0,218;;;
1,516170051;0,2182;;0,218;;;
1,516828944;0,2181;;0,218;;;
1,517488197;0,218;;0,218;;;
1,518147811;0,2179;;0,218;;;
1,518807786;0,2178;;0,218;;;
1,519468122;0,2177;;0,218;;;
1,52012882;0,2176;;0,218;;;
1,52078988;0,2175;;0,218;;;
1,521451302;0,2174;;0,217;;;
1,522113087;0,2173;;0,217;;;
1,522775235;0,2172;;0,217;;;
1,523437747;0,2171;;0,217;;;
1,524100622;0,217;;0,217;;;
1,524763862;0,2169;;0,217;;;
1,525427465;0,2168;;0,217;;;
1,526091434;0,2167;;0,217;;;
1,526755767;0,2166;;0,217;;;
1,527420466;0,2165;;0,217;;;
1,528085531;0,2164;;0,216;;;
1,528750961;0,2163;;0,216;;;
1,529416758;0,2162;;0,216;;;
1,530082922;0,2161;;0,216;;;
1,530749453;0,216;;0,216;;;
1,531416352;0,2159;;0,216;;;
1,532083618;0,2158;;0,216;;;
1,532751252;0,2157;;0,216;;;
1,533419255;0,2156;;0,216;;;
1,534087627;0,2155;;0,216;;;
1,534756368;0,2154;;0,215;;;
1,535425478;0,2153;;0,215;;;
1,536094958;0,2152;;0,215;;;
1,536764809;0,2151;;0,215;;;
1,53743503;0,215;;0,215;;;
1,538105621;0,2149;;0,215;;;
1,538776584;0,2148;;0,215;;;
1,539447919;0,2147;;0,215;;;
1,540119626;0,2146;;0,215;;;
1,540791704;0,2145;;0,215;;;
1,541464156;0,2144;;0,214;;;
1,54213698;0,2143;;0,214;;;
1,542810178;0,2142;;0,214;;;
1,54348375;0,2141;;0,214;;;
1,544157695;0,214;;0,214;;;
1,544832015;0,2139;;0,214;;;
1,54550671;0,2138;;0,214;;;
1,546181779;0,2137;;0,214;;;
1,546857224;0,2136;;0,214;;;
1,547533045;0,2135;;0,214;;;
1,548209242;0,2134;;0,213;;;
1,548885816;0,2133;;0,213;;;
1,549562766;0,2132;;0,213;;;
1,550240094;0,2131;;0,213;;;
1,550917799;0,213;;0,213;;;
1,551595882;0,2129;;0,213;;;
1,552274344;0,2128;;0,213;;;
1,552953184;0,2127;;0,213;;;
1,553632403;0,2126;;0,213;;;
1,554312001;0,2125;;0,213;;;
1,554991979;0,2124;;0,212;;;
1,555672337;0,2123;;0,212;;;
1,556353076;0,2122;;0,212;;;
1,557034195;0,2121;;0,212;;;
1,557715696;0,212;;0,212;;;
1,558397578;0,2119;;0,212;;;
1,559079842;0,2118;;0,212;;;
1,559762488;0,2117;;0,212;;;
1,560445517;0,2116;;0,212;;;
1,561128928;0,2115;;0,212;;;
1,561812723;0,2114;;0,211;;;
1,562496902;0,2113;;0,211;;;
1,563181465;0,2112;;0,211;;;
1,563866412;0,2111;;0,211;;;
1,564551744;0,211;;0,211;;;
1,565237461;0,2109;;0,211;;;
1,565923564;0,2108;;0,211;;;
1,566610052;0,2107;;0,211;;;
1,567296927;0,2106;;0,211;;;
1,567984189;0,2105;;0,211;;;
1,568671837;0,2104;;0,210;;;
1,569359873;0,2103;;0,210;;;
1,570048297;0,2102;;0,210;;;
1,570737108;0,2101;;0,210;;;
1,571426308;0,21;;0,210;;;
1,572115897;0,2099;;0,210;;;
1,572805876;0,2098;;0,210;;;
1,573496244;0,2097;;0,210;;;
1,574187001;0,2096;;0,210;;;
1,57487815;0,2095;;0,210;;;
1,575569688;0,2094;;0,209;;;
1,576261618;0,2093;;0,209;;;
1,57695394;0,2092;;0,209;;;
1,577646653;0,2091;;0,209;;;
1,578339759;0,209;;0,209;;;
1,579033257;0,2089;;0,209;;;
1,579727148;0,2088;;0,209;;;
1,580421432;0,2087;;0,209;;;
1,581116111;0,2086;;0,209;;;
1,581811183;0,2085;;0,209;;;
1,58250665;0,2084;;0,208;;;
1,583202511;0,2083;;0,208;;;
1,583898768;0,2082;;0,208;;;
1,584595421;0,2081;;0,208;;;
1,58529247;0,208;;0,208;;;
1,585989915;0,2079;;0,208;;;
1,586687757;0,2078;;0,208;;;
1,587385996;0,2077;;0,208;;;
1,588084632;0,2076;;0,208;;;
1,588783667;0,2075;;0,208;;;
1,5894831;0,2074;;0,207;;;
1,590182931;0,2073;;0,207;;;
1,590883162;0,2072;;0,207;;;
1,591583792;0,2071;;0,207;;;
1,592284822;0,207;;0,207;;;
1,592986252;0,2069;;0,207;;;
1,593688083;0,2068;;0,207;;;
1,594390315;0,2067;;0,207;;;
1,595092949;0,2066;;0,207;;;
1,595795984;0,2065;;0,207;;;
1,596499422;0,2064;;0,206;;;
1,597203262;0,2063;;0,206;;;
1,597907505;0,2062;;0,206;;;
1,598612152;0,2061;;0,206;;;
1,599317202;0,206;;0,206;;;
1,600022656;0,2059;;0,206;;;
1,600728516;0,2058;;0,206;;;
1,60143478;0,2057;;0,206;;;
1,602141449;0,2056;;0,206;;;
1,602848524;0,2055;;0,206;;;
1,603556006;0,2054;;0,205;;;
1,604263894;0,2053;;0,205;;;
1,604972189;0,2052;;0,205;;;
